GEOID,STATEFP,STATE,COUNTYFP,COUNTY,TOT_HOUS22,TOT_CHI22,TOT_MAR22,TOT_MAL22,TOT_FEM22,TOT_BPOV22,CHI_BPOV22,MAR_BPOV22,MAL_BPOV22,FEM_BPOV22,TOT_APOV22,CHI_APOV22,MAR_APOV22,MAL_APOV22,FEM_APOV22,TOT_CVAP22,BPV_CVAP22,APV_CVAP22
41067031622,41, Oregon,067, Washington County,930,507,417,0,90,97,87,74,0,13,833,420,343,0,77,1756,293,1463
41067031623,41, Oregon,067, Washington County,888,581,439,17,125,101,101,43,0,58,787,480,396,17,67,2643,255,2388
41067031624,41, Oregon,067, Washington County,1128,592,353,120,119,7,7,0,0,7,1121,585,353,120,112,2980,171,2809
41067031625,41, Oregon,067, Washington County,1313,632,255,112,265,131,131,82,0,49,1182,501,173,112,216,3996,850,3146
41067031626,41, Oregon,067, Washington County,645,281,217,21,43,9,9,0,0,9,636,272,217,21,34,2697,121,2576
41067031703,41, Oregon,067, Washington County,1519,747,665,21,61,19,19,6,0,13,1500,728,659,21,48,3736,172,3564
41067031705,41, Oregon,067, Washington County,1185,576,377,21,178,122,119,18,0,101,1063,457,359,21,77,2874,419,2455
41067031706,41, Oregon,067, Washington County,1187,592,322,73,197,269,209,63,51,95,918,383,259,22,102,3422,681,2741
41067031707,41, Oregon,067, Washington County,1686,736,508,163,65,52,20,0,0,20,1634,716,508,163,45,4180,203,3977
41067031708,41, Oregon,067, Washington County,644,385,330,0,55,9,9,9,0,0,635,376,321,0,55,2319,304,2015
41067031804,41, Oregon,067, Washington County,2004,964,817,83,64,40,40,0,15,25,1964,924,817,68,39,4651,244,4407
41067031806,41, Oregon,067, Washington County,1582,713,618,78,17,152,66,49,0,17,1430,647,569,78,0,4366,405,3961
41067031807,41, Oregon,067, Washington County,787,303,218,46,39,34,6,0,6,0,753,297,218,40,39,2765,300,2465
41067031813,41, Oregon,067, Washington County,1790,848,639,72,137,52,23,0,0,23,1738,825,639,72,114,4550,177,4373
41067031814,41, Oregon,067, Washington County,1147,546,448,28,70,10,10,10,0,0,1137,536,438,28,70,3134,165,2969
41067031816,41, Oregon,067, Washington County,924,480,395,0,85,28,28,0,0,28,896,452,395,0,57,2678,226,2452
41067031817,41, Oregon,067, Washington County,963,466,400,10,56,29,10,0,10,0,934,456,400,0,56,2367,124,2243
41067031818,41, Oregon,067, Washington County,739,257,63,50,144,7,7,0,7,0,732,250,63,43,144,2547,277,2270
41067031819,41, Oregon,067, Washington County,577,415,283,16,116,14,14,9,0,5,563,401,274,16,111,1700,90,1610
41067031820,41, Oregon,067, Washington County,753,351,304,15,32,0,0,0,0,0,753,351,304,15,32,2191,89,2102
41067031821,41, Oregon,067, Washington County,1052,649,482,8,159,47,0,0,0,0,1005,649,482,8,159,2934,80,2854
41067031904,41, Oregon,067, Washington County,996,476,417,45,14,52,14,0,0,14,944,462,417,45,0,2317,134,2183
41067031909,41, Oregon,067, Washington County,1612,858,727,13,118,32,32,32,0,0,1580,826,695,13,118,4084,113,3971
41067031911,41, Oregon,067, Washington County,1638,1004,749,19,236,97,70,0,0,70,1541,934,749,19,166,4609,233,4376
41067031912,41, Oregon,067, Washington County,1150,625,518,10,97,44,44,0,0,44,1106,581,518,10,53,3178,140,3038
41067031913,41, Oregon,067, Washington County,633,320,275,26,19,27,27,27,0,0,606,293,248,26,19,1697,111,1586
41067031914,41, Oregon,067, Washington County,1042,208,152,0,56,58,30,0,0,30,984,178,152,0,26,3984,415,3569
41067031915,41, Oregon,067, Washington County,1294,688,619,11,58,28,11,0,0,11,1266,677,619,11,47,3238,101,3137
41067031916,41, Oregon,067, Washington County,1121,522,441,32,49,0,0,0,0,0,1121,522,441,32,49,2956,197,2759
41067031917,41, Oregon,067, Washington County,1308,515,432,55,28,43,0,0,0,0,1265,515,432,55,28,3492,224,3268
41067031918,41, Oregon,067, Washington County,1307,446,328,37,81,61,61,19,0,42,1246,385,309,37,39,3476,297,3179
41067032001,41, Oregon,067, Washington County,1442,689,527,33,129,85,61,21,0,40,1357,628,506,33,89,4545,756,3789
41067032003,41, Oregon,067, Washington County,813,463,243,56,164,101,73,8,0,65,712,390,235,56,99,2819,478,2341
41067032004,41, Oregon,067, Washington County,610,284,224,17,43,5,0,0,0,0,605,284,224,17,43,1439,62,1377
41067032005,41, Oregon,067, Washington County,976,462,365,38,59,51,42,26,7,9,925,420,339,31,50,3092,408,2684
41067032104,41, Oregon,067, Washington County,1508,751,604,54,93,27,17,9,0,8,1481,734,595,54,85,3877,182,3695
41067032107,41, Oregon,067, Washington County,591,202,153,16,33,5,0,0,0,0,586,202,153,16,33,1689,53,1636
41067032108,41, Oregon,067, Washington County,1247,535,423,16,96,7,7,7,0,0,1240,528,416,16,96,3223,103,3120
41067032109,41, Oregon,067, Washington County,905,441,380,18,43,24,18,0,0,18,881,423,380,18,25,2175,54,2121
41067032110,41, Oregon,067, Washington County,593,325,234,17,74,0,0,0,0,0,593,325,234,17,74,1682,47,1635
41067032111,41, Oregon,067, Washington County,789,398,343,0,55,9,9,9,0,0,780,389,334,0,55,2192,104,2088
41067032112,41, Oregon,067, Washington County,1736,990,738,0,252,50,50,38,0,12,1686,940,700,0,240,4698,253,4445
41067032201,41, Oregon,067, Washington County,1491,964,754,70,140,57,48,0,0,48,1434,916,754,70,92,3507,122,3385
41067032202,41, Oregon,067, Washington County,894,420,367,19,34,12,0,0,0,0,882,420,367,19,34,2354,111,2243
41067032301,41, Oregon,067, Washington County,266,90,90,0,0,0,0,0,0,0,266,90,90,0,0,746,39,707
41067032302,41, Oregon,067, Washington County,1627,797,753,0,44,51,27,0,0,27,1576,770,753,0,17,3577,97,3480
41067032404,41, Oregon,067, Washington County,1943,717,387,58,272,9,0,0,0,0,1934,717,387,58,272,5864,262,5602
41067032407,41, Oregon,067, Washington County,1626,863,695,37,131,21,0,0,0,0,1605,863,695,37,131,4039,273,3766
41067032409,41, Oregon,067, Washington County,1205,900,300,223,377,247,212,14,49,149,958,688,286,174,228,2271,263,2008
41067032410,41, Oregon,067, Washington County,864,430,266,48,116,148,91,0,0,91,716,339,266,48,25,2476,276,2200
41067032411,41, Oregon,067, Washington County,1359,665,498,137,30,0,0,0,0,0,1359,665,498,137,30,3275,28,3247
41067032412,41, Oregon,067, Washington County,1095,463,323,19,121,53,32,0,11,21,1042,431,323,8,100,3255,172,3083
41067032413,41, Oregon,067, Washington County,986,667,513,34,120,38,38,15,0,23,948,629,498,34,97,1820,60,1760
41067032414,41, Oregon,067, Washington County,1465,677,634,15,28,21,0,0,0,0,1444,677,634,15,28,2817,171,2646
41067032501,41, Oregon,067, Washington County,492,264,171,11,82,33,33,21,0,12,459,231,150,11,70,1700,322,1378
41067032502,41, Oregon,067, Washington County,747,451,294,36,121,134,112,20,0,92,613,339,274,36,29,1858,258,1600
41067032503,41, Oregon,067, Washington County,1173,630,444,158,28,31,31,31,0,0,1142,599,413,158,28,2459,113,2346
41067032603,41, Oregon,067, Washington County,1902,819,662,31,126,51,51,0,0,51,1851,768,662,31,75,4929,131,4798
41067032604,41, Oregon,067, Washington County,1737,795,547,13,235,61,40,0,0,40,1676,755,547,13,195,4186,282,3904
41067032606,41, Oregon,067, Washington County,1221,485,478,0,7,13,0,0,0,0,1208,485,478,0,7,3353,156,3197
41067032608,41, Oregon,067, Washington County,584,205,138,38,29,16,11,0,11,0,568,194,138,27,29,1646,82,1564
41067032609,41, Oregon,067, Washington County,538,263,249,0,14,0,0,0,0,0,538,263,249,0,14,1506,79,1427
41067032610,41, Oregon,067, Washington County,767,400,317,35,48,54,54,54,0,0,713,346,263,35,48,2017,214,1803
41067032611,41, Oregon,067, Washington County,375,92,92,0,0,0,0,0,0,0,375,92,92,0,0,1773,137,1636
41067032612,41, Oregon,067, Washington County,831,222,157,15,50,0,0,0,0,0,831,222,157,15,50,2657,126,2531
41067032700,41, Oregon,067, Washington County,1558,598,535,32,31,83,12,3,0,9,1475,586,532,32,22,4350,260,4090
41067032800,41, Oregon,067, Washington County,413,140,120,0,20,0,0,0,0,0,413,140,120,0,20,992,4,988
41067032901,41, Oregon,067, Washington County,1631,885,621,98,166,46,24,16,8,0,1585,861,605,90,166,4220,353,3867
41067032903,41, Oregon,067, Washington County,956,350,117,102,131,150,17,0,0,17,806,333,117,102,114,1892,140,1752
41067032904,41, Oregon,067, Washington County,1186,520,411,60,49,94,14,6,0,8,1092,506,405,60,41,2784,304,2480
41067033000,41, Oregon,067, Washington County,1721,486,402,38,46,69,50,24,0,26,1652,436,378,38,20,4782,262,4520
41067033101,41, Oregon,067, Washington County,783,327,252,3,72,74,43,14,0,29,709,284,238,3,43,2453,255,2198
